REACTOME_REGULATION_OF_RAS_BY_GAPS,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TNFS_BIND_THEIR_PHYSIOLOGICAL_RECEPTORS,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RAF_ACTIVATION,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_DISEASE,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MAP2K_AND_MAPK_ACTIVATION,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NEGATIVE_FEEDBACK_REGULATION_OF_MAPK_PATHWAY,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_DISEASE,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAP2K_AND_MAPK_ACTIVATION,REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,REACTOME_SIGNALING_BY_RAS_MUTANTS,REACTOME_SIGNALING_BY_BRAF_AND_RAF_FUSIONS,REACTOME_ONCOGENIC_MAPK_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NEGATIVE_REGULATION_OF_MAPK_PATHWAY,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TNF_RECEPTOR_SUPERFAMILY_TNFSF_MEMBERS_MEDIATING_NON_CANONICAL_NF_KB_PATHWAY,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_TNFR2_NON_CANONICAL_NF_KB_PATHWAY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_10_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_4_AND_INTERLEUKIN_13_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_IL_6_TYPE_CYTOKINE_RECEPTOR_LIGAND_INTERACTIONS,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_6_FAMILY_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_MODERATE_KINASE_ACTIVITY_BRAF_MUTANTS,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_DISEASE,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_SIGNALING_BY_RAS_MUTANTS,REACTOME_ONCOGENIC_MAPK_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_RAS_MUTANTS,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_DISEASE,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_DISEASES_OF_SIGNAL_TRANSDUCTION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,REACTOME_ONCOGENIC_MAPK_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_20_FAMILY_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_GENE_AND_PROTEIN_EXPRESSION_BY_JAK_STAT_SIGNALING_AFTER_INTERLEUKIN_12_STIMULATION,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_12_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_15_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_35_SIGNALLING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_9_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_37_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_18_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_36_PATHWAY,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_2_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_12_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_1_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTERLEUKIN_1_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_23_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_27_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_INTERLEUKIN_12_FAMILY_SIGNALING,REACTOME_SIGNALING_BY_INTERLEUKINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_21_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERLEUKIN_RECEPTOR_SHC_SIGNALING,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_INTERLEUKIN_2_FAMILY_SIGNALING,REACTOME_INTERLEUKIN_3_INTERLEUKIN_5_AND_GM_CSF_SIGNALING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_STAT5_ACTIVATION,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,REACTOME_SIGNALING_BY_INTERLEUKINS,REACTOME_OTHER_INTERLEUKIN_SIGNALING,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CHOLESTEROL_BIOSYNTHESIS,REACTOME_METABOLISM_OF_LIPIDS,REACTOME_METABOLISM_OF_STEROIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_HEME_BIOSYNTHESIS,REACTOME_METABOLISM_OF_PORPHYRINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_HEME_DEGRADATION,REACTOME_METABOLISM_OF_PORPHYRINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FGFR3_LIGAND_BINDING_AND_ACTIVATION,REACTOME_SIGNALING_BY_FGFR,REACTOME_DISEASE,REACTOME_SIGNALING_BY_FGFR3,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FGFR2B_LIGAND_BINDING_AND_ACTIVATION,REACTOME_SIGNALING_BY_FGFR,REACTOME_FGFR2_LIGAND_BINDING_AND_ACTIVATION,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DOWNSTREAM_SIGNALING_OF_ACTIVATED_FGFR1,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_FGFR1,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NEGATIVE_REGULATION_OF_FGFR1_SIGNALING,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_FGFR1,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NEGATIVE_REGULATION_OF_FGFR3_SIGNALING,REACTOME_SIGNALING_BY_FGFR,REACTOME_NEGATIVE_REGULATION_OF_FGFR2_SIGNALING,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_FGFR3,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_NEGATIVE_REGULATION_OF_FGFR4_SIGNALING,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_FGFR4,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_FGFR1,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_FGFR3,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_FGFR4,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FGFRL1_MODULATION_OF_FGFR1_SIGNALING,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_FGFR1,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FGFR2_ALTERNATIVE_SPLICING,REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_FGFR2,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_FGFR,REACTOME_SIGNALING_BY_RECEPTOR_TYROSINE_KINASES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_DIGESTION_OF_DIETARY_CARBOHYDRATE,REACTOME_DIGESTION,REACTOME_DIGESTION_AND_ABSORPTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_GAP_JUNCTION_ASSEMBLY,REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,REACTOME_VESICLE_MEDIATED_TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSPORT_OF_CONNEXONS_TO_THE_PLASMA_MEMBRANE,REACTOME_GAP_JUNCTION_ASSEMBLY,REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,REACTOME_VESICLE_MEDIATED_TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_BH3_ONLY_PROTEINS_ASSOCIATE_WITH_AND_INACTIVATE_ANTI_APOPTOTIC_BCL_2_MEMBERS,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RELEASE_OF_APOPTOTIC_FACTORS_FROM_THE_MITOCHONDRIA,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CYTOCHROME_C_MEDIATED_APOPTOTIC_RESPONSE,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SMAC_XIAP_REGULATED_APOPTOTIC_RESPONSE,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_APOPTOTIC_FACTOR_MEDIATED_RESPONSE,REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTRINSIC_PATHWAY_FOR_APOPTOSIS,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_APOPTOTIC_EXECUTION_PHASE,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MAPK3_ERK1_ACTIVATION,REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RAF_INDEPENDENT_MAPK1_3_ACTIVATION,REACTOME_MAPK_FAMILY_SIGNALING_CASCADES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SPERM_MOTILITY_AND_TAXES,REACTOME_FERTILIZATION,REACTOME_REPRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACROSOME_REACTION_AND_SPERM:OOCYTE_MEMBRANE_BINDING,REACTOME_FERTILIZATION,REACTOME_REPRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FERTILIZATION,REACTOME_REPRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_INTERACTION_WITH_CUMULUS_CELLS_AND_THE_ZONA_PELLUCIDA,REACTOME_FERTILIZATION,REACTOME_REPRODUCTION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_OF_GENE_EXPRESSION_BY_HYPOXIA_INDUCIBLE_FACTOR,REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,REACTOME_CELLULAR_RESPONSES_TO_STRESS,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CELLULAR_RESPONSE_TO_HYPOXIA,REACTOME_CELLULAR_RESPONSES_TO_STRESS,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ERYTHROCYTES_TAKE_UP_OXYGEN_AND_RELEASE_CARBON_DIOXIDE,REACTOME_O2_CO2_EXCHANGE_IN_ERYTHROCYTES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_REGULATION_BY_C_FLIP,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,REACTOME_REGULATED_NECROSIS,REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,REACTOME_PROGRAMMED_CELL_DEATH,REACTOME_DEATH_RECEPTOR_SIGNALLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,REACTOME_PROGRAMMED_CELL_DEATH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_FASL_CD95L_SIGNALING,REACTOME_CASPASE_ACTIVATION_VIA_DEATH_RECEPTORS_IN_THE_PRESENCE_OF_LIGAND,REACTOME_REGULATION_BY_C_FLIP,REACTOME_REGULATED_NECROSIS,REACTOME_CASPASE_ACTIVATION_VIA_EXTRINSIC_APOPTOTIC_SIGNALLING_PATHWAY,REACTOME_PROGRAMMED_CELL_DEATH,REACTOME_DEATH_RECEPTOR_SIGNALLING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MITOCHONDRIAL_UNCOUPLING_PROTEINS,REACTOME_THE_CITRIC_ACID_TCA_CYCLE_AND_RESPIRATORY_ELECTRON_TRANSPORT,REACTOME_RESPIRATORY_ELECTRON_TRANSPORT_ATP_SYNTHESIS_BY_CHEMIOSMOTIC_COUPLING_AND_HEAT_PRODUCTION_BY_UNCOUPLING_PROTEINS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSLOCATION_OF_SLC2A4_GLUT4_TO_THE_PLASMA_MEMBRANE,REACTOME_VESICLE_MEDIATED_TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_O2_CO2_EXCHANGE_IN_ERYTHROCYTES,REACTOME_TRANSPORT_OF_SMALL_MOLECULES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SYNTHESIS_OF_PYROPHOSPHATES_IN_THE_CYTOSOL,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SYNTHESIS_OF_IP2_IP_AND_INS_IN_THE_CYTOSOL,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SYNTHESIS_OF_IP3_AND_IP4_IN_THE_CYTOSOL,REACTOME_INOSITOL_PHOSPHATE_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_SIGNALING_BY_ACTIVIN,REACTOME_SIGNALING_BY_TGF_BETA_FAMILY_MEMBERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_GAP_JUNCTION_TRAFFICKING_AND_REGULATION,REACTOME_VESICLE_MEDIATED_TRANSPORT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MITOCHONDRIAL_BIOGENESIS,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRANSCRIPTIONAL_ACTIVATION_OF_MITOCHONDRIAL_BIOGENESIS,REACTOME_MITOCHONDRIAL_BIOGENESIS,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_ACTIVATION_OF_PPARGC1A_PGC_1ALPHA_BY_PHOSPHORYLATION,REACTOME_MITOCHONDRIAL_BIOGENESIS,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_CRISTAE_FORMATION,REACTOME_MITOCHONDRIAL_BIOGENESIS,REACTOME_ORGANELLE_BIOGENESIS_AND_MAINTENANCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MITOPHAGY,REACTOME_MACROAUTOPHAGY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_AUTOPHAGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_PINK_PARKIN_MEDIATED_MITOPHAGY,REACTOME_MACROAUTOPHAGY,REACTOME_MITOPHAGY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_AUTOPHAGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_RECEPTOR_MEDIATED_MITOPHAGY,REACTOME_MACROAUTOPHAGY,REACTOME_MITOPHAGY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_AUTOPHAGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_MACROAUTOPHAGY,REACTOME_CELLULAR_RESPONSES_TO_EXTERNAL_STIMULI,REACTOME_AUTOPHAGY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
REACTOME_TRIGLYCERIDE_CATABOLISM,REACTOME_METABOLISM_OF_LIPIDS,REACTOME_TRIGLYCERIDE_METABOLISM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
